phase,interval_index,solver_ok,end_position_error_m,end_velocity_error_m_s,end_mass_error_kg,max_relative_error,sampled_max_q_pa,sampled_max_g,q_margin_pa,g_margin
ship,0,1,6.09311253441e-06,1.62798775886e-07,2.32830643654e-10,7.09017400846e-11,88.0165972481,1.16394010573,-34911.9834028,-2.83605989427
ship,1,1,4.64366194934e-06,1.33483528692e-06,0,4.62444836374e-10,47.1463086525,1.17549136994,-34952.8536913,-2.82450863006
ship,2,1,3.71983090332e-06,1.10502172351e-07,2.32830643654e-10,4.5077054019e-11,24.5227347236,1.18722707463,-34975.4772653,-2.81277292537
ship,3,1,2.30225278114e-06,7.17819783216e-08,0,2.75609521501e-11,12.2589472433,1.19917070807,-34987.7410528,-2.80082929193
ship,4,1,1.73066932971e-06,1.76284651731e-08,0,6.88657051768e-12,6.10848510883,1.21134205053,-34993.8915149,-2.78865794947
ship,5,1,1.63455440739e-06,1.04331201895e-08,4.65661287308e-10,3.91941947696e-12,3.02388408869,1.22375489912,-34996.9761159,-2.77624510088
ship,6,1,1.33842884475e-06,3.58777823297e-09,0,1.89203301352e-12,1.52183685359,1.2364206237,-34998.4781631,-2.7635793763
ship,7,1,1.3228797098e-06,9.64684561944e-10,0,1.90827477497e-12,0.780276461583,1.24934905765,-34999.2197235,-2.75065094235
ship,8,1,1.34174787116e-06,2.60954838736e-09,2.32830643654e-10,1.985328599e-12,0.399532722332,1.26254930685,-34999.6004673,-2.73745069315
ship,9,1,1.33563282497e-06,2.57662153438e-09,2.32830643654e-10,2.01236982453e-12,0.2146846259,1.27603052159,-34999.7853154,-2.72396947841
ship,10,1,1.36772699373e-06,4.54394615812e-09,0,2.76937105928e-12,0.127960722394,1.28980202935,-34999.8720393,-2.71019797065
ship,11,1,1.41924382533e-06,4.62407375692e-09,2.32830643654e-10,2.87231716616e-12,0.0823756611089,1.30387337426,-34999.9176243,-2.69612662574
ship,12,1,1.47380801095e-06,5.07522536635e-09,2.32830643654e-10,3.10146719718e-12,0.0564654370091,1.31825444794,-34999.9435346,-2.68174555206
ship,13,1,1.53469587248e-06,5.39436428876e-09,0,3.28584030662e-12,0.0405869694411,1.3329555413,-34999.959413,-2.6670444587
ship,14,1,1.59775930657e-06,5.73845227683e-09,2.32830643654e-10,3.48119290384e-12,0.0302637459928,1.34798737982,-34999.9697363,-2.65201262018
ship,15,1,1.66641900277e-06,6.04729633355e-09,2.32830643654e-10,3.6689971986e-12,0.0232356356336,1.3633611509,-34999.9767644,-2.6366388491
ship,16,1,1.73872875475e-06,6.40677788408e-09,2.32830643654e-10,3.87899801435e-12,0.0182704719303,1.37908852822,-34999.9817295,-2.62091147178
ship,17,1,1.81574455311e-06,6.77816347863e-09,0,4.09804700464e-12,0.0146542210333,1.39518169468,-34999.9853458,-2.60481830532
ship,18,1,1.89644336821e-06,7.10177741303e-09,2.32830643654e-10,4.30729075644e-12,0.0119522672854,1.41165336416,-34999.9880477,-2.58834663584
ship,19,1,1.98459690394e-06,7.47163053373e-09,2.32830643654e-10,4.5397570922e-12,0.009889780961,1.42851680153,-34999.9901102,-2.57148319847
ship,20,1,2.07554574709e-06,8.1031632097e-09,3.49245965481e-10,4.86412188764e-12,0.00828531034628,1.44578583959,-34999.9917147,-2.55421416041
ship,21,1,2.1723648681e-06,8.71383861336e-09,2.32830643654e-10,5.18831438736e-12,0.00701613751427,1.46347489096,-34999.9929839,-2.53652510904
ship,22,1,2.28488909699e-06,6.87967241104e-09,1.16415321827e-10,5.70700674905e-12,0.00599737698868,1.48159894717,-34999.9940026,-2.51840105283
ship,23,1,2.38713909207e-06,9.6361518002e-09,2.32830643654e-10,6.24475387063e-12,0.00602249560872,1.50017358113,-34999.9939775,-2.49982641887
ship,24,1,2.50517996643e-06,1.02466945042e-08,0,6.87929951756e-12,0.00615030735266,1.51921490322,-34999.9938497,-2.48078509678
ship,25,1,2.63068959323e-06,1.09030014625e-08,0,7.59802934943e-12,0.006282045199,1.53873949264,-34999.993718,-2.46126050736
ship,26,1,2.76357059166e-06,1.16126507114e-08,0,8.41600239836e-12,0.00641783950981,1.55876426557,-34999.9935822,-2.44123573443
ship,27,1,2.90765598607e-06,1.23761265062e-08,0,9.35087407782e-12,0.00655782629129,1.57930623253,-34999.9934422,-2.42069376747
ship,28,1,3.05908498959e-06,1.32025710693e-08,2.32830643654e-10,1.04247469604e-11,0.00670214735866,1.6003820584,-34999.9932979,-2.3996179416
ship,29,1,3.22203126453e-06,1.40953650595e-08,1.16415321827e-10,1.16660087748e-11,0.00685095041405,1.62200724939,-34999.993149,-2.37799275061
ship,30,1,3.39591039941e-06,1.50615535512e-08,0,1.31087367909e-11,0.00700438894455,1.64419459013,-34999.9929956,-2.35580540987
ship,31,1,3.58205234527e-06,1.61083673703e-08,0,1.47980092643e-11,0.00716262173809,1.66695095246,-34999.9928374,-2.33304904754
ship,32,1,3.78055682831e-06,1.72376255821e-08,2.32830643654e-10,1.67914340927e-11,0.00732581152945,1.69027019241,-34999.9926742,-2.30972980759
ship,33,1,3.99210694532e-06,1.84612388778e-08,0,1.91626551086e-11,0.00749412143568,1.71411528555,-34999.9925059,-2.28588471445
ship,34,1,4.21684895117e-06,1.9775380311e-08,1.16415321827e-10,2.20067285638e-11,0.00766770471232,1.73836456351,-34999.9923323,-2.26163543649
ship,35,1,4.451543128e-06,2.11622254749e-08,0,2.54369660163e-11,0.00784666770746,1.76259601686,-34999.9921533,-2.23740398314
ship,36,1,4.6720774058e-06,2.2483989225e-08,2.32830643654e-10,2.94853772538e-11,0.00803084398461,1.78456526405,-34999.9919692,-2.21543473595
ship,37,1,5.38543950914e-07,1.49889354902e-09,3.49245965481e-10,3.25367132451e-12,0.00812364671427,1.0257946165,-34999.9918764,-2.9742053835
ship,38,1,1.75667616032e-07,3.17512430764e-10,1.16415321827e-10,8.34120350508e-13,0.00818141470444,0.736455593815,-34999.9918186,-3.26354440619
ship,39,1,1.73717812265e-07,3.15902697579e-10,0,9.60181881755e-13,0.00823993321091,0.736774926339,-34999.9917601,-3.26322507366
ship,40,1,1.75588689653e-07,3.21553573951e-10,1.16415321827e-10,1.14892424638e-12,0.00829955750835,0.739899602417,-34999.9917004,-3.26010039758
ship,41,1,1.7805851498e-07,3.27499321282e-10,1.16415321827e-10,1.42186222069e-12,0.00836038940182,0.743778693088,-34999.9916396,-3.25622130691
ship,42,1,1.78805561568e-07,3.35225685512e-10,0,1.83780156988e-12,0.00842247944709,0.747995577113,-34999.9915775,-3.25200442289
ship,43,1,1.79331644818e-07,3.42579025248e-10,1.16415321827e-10,2.54402091505e-12,0.00848586128294,0.752411238876,-34999.9915141,-3.24758876112
ship,44,1,1.82504282335e-07,3.50539774016e-10,0,3.99004614385e-12,0.00855056151152,0.75696657932,-34999.9914494,-3.24303342068
ship,45,1,1.84689606007e-07,3.58473583823e-10,1.16415321827e-10,8.59303996424e-12,0.00861660341959,0.761632595887,-34999.9913834,-3.23836740411
ship,46,1,1.87415486027e-07,3.66571114815e-10,1.16415321827e-10,1.00732131402e-10,0.00868400863916,0.766393705093,-34999.991316,-3.23360629491
ship,47,1,1.89195525942e-07,3.75821277515e-10,0,7.77633199517e-12,0.00875279798246,0.771241055307,-34999.9912472,-3.22875894469
ship,48,1,1.92460641165e-07,3.86017335945e-10,2.32830643654e-10,4.16738949728e-12,0.00882299190128,0.776169483042,-34999.991177,-3.22383051696
ship,49,1,1.94280167403e-07,3.94622209197e-10,1.16415321827e-10,2.90389377152e-12,0.00889461075865,0.781175990259,-34999.9911054,-3.21882400974
ship,50,1,1.97818459568e-07,4.05899080595e-10,1.16415321827e-10,2.26169719287e-12,0.00896767499968,0.786258924594,-34999.9910323,-3.21374107541
ship,51,1,1.99470656531e-07,4.14852716975e-10,0,1.87428949316e-12,0.00904220526486,0.791417511318,-34999.9909578,-3.20858248868
ship,52,1,2.03709416679e-07,4.25885989611e-10,0,1.88927998648e-12,0.00911822246904,0.796651573019,-34999.9908818,-3.20334842698
ship,53,1,2.06379372731e-07,4.36835301724e-10,1.16415321827e-10,2.31156697376e-12,0.0091957478592,0.801961354915,-34999.9908043,-3.19803864508
ship,54,1,2.10545085367e-07,4.49316641661e-10,0,2.96998781399e-12,0.00927480305859,0.807347412325,-34999.9907252,-3.19265258767
ship,55,1,2.13600393633e-07,4.6096707942e-10,1.16415321827e-10,4.13753581188e-12,0.00935541010189,0.812810536149,-34999.9906446,-3.18718946385
ship,56,1,2.17098846475e-07,4.74009688989e-10,1.16415321827e-10,6.78293890472e-12,0.00943759146458,0.818351702366,-34999.9905624,-3.18164829763
ship,57,1,2.21262257216e-07,4.86610051545e-10,0,1.86518791387e-11,0.00952137008817,0.823972037164,-34999.9904786,-3.17602796284
ship,58,1,2.25641732882e-07,4.99208548694e-10,1.16415321827e-10,2.50798633943e-11,0.00960676940286,0.829672792505,-34999.9903932,-3.1703272075
ship,59,1,2.29470464864e-07,5.13913807385e-10,1.16415321827e-10,7.50627283749e-12,0.00969381334834,0.835455328822,-34999.9903062,-3.16454467118
ship,60,1,2.33579046367e-07,5.29239900744e-10,0,4.41051257953e-12,0.0097825263934,0.84132110271,-34999.9902175,-3.15867889729
ship,61,1,2.38250691573e-07,5.44618838699e-10,1.16415321827e-10,3.11863203989e-12,0.00987293355491,0.847271658148,-34999.9901271,-3.15272834185
ship,62,1,2.43653307274e-07,5.59501450402e-10,0,2.40817855018e-12,0.00996506041635,0.853308620318,-34999.9900349,-3.14669137968
ship,63,1,2.48545077987e-07,5.77257540629e-10,1.16415321827e-10,1.95892503353e-12,0.0100589331463,0.859433691311,-34999.9899411,-3.14056630869
ship,64,1,2.53769707725e-07,5.93613306355e-10,0,1.64744445141e-12,0.0101545785168,0.865648647276,-34999.9898454,-3.13435135272
ship,65,1,2.59272845341e-07,6.12057087967e-10,1.16415321827e-10,1.41745472657e-12,0.0102520239224,0.871955336665,-34999.989748,-3.12804466333
ship,66,1,2.65578951365e-07,6.31581886039e-10,1.16415321827e-10,1.24132167323e-12,0.0103512973992,0.878355679333,-34999.9896487,-3.12164432067
ship,67,1,2.7188040743e-07,6.50117284557e-10,1.16415321827e-10,1.10039120501e-12,0.0104524276441,0.884851666317,-34999.9895476,-3.11514833368
ship,68,1,2.78263791398e-07,6.70330812648e-10,1.16415321827e-10,9.85586186424e-13,0.0105554440356,0.891445360169,-34999.9894446,-3.10855463983
ship,69,1,2.85467484318e-07,6.93674753259e-10,1.16415321827e-10,8.89330916572e-13,0.0106603766542,0.898138895749,-34999.9893396,-3.10186110425
ship,70,1,2.91833644149e-07,7.16338757798e-10,1.16415321827e-10,8.07354977661e-13,0.0107672563043,0.9049344814,-34999.9892327,-3.0950655186
ship,71,1,2.99558368138e-07,7.39817926304e-10,0,7.36394475214e-13,0.0108761145364,0.911834400457,-34999.9891239,-3.08816559954
ship,72,1,3.07486540233e-07,7.64833564546e-10,0,7.07330179669e-13,0.0109869836704,0.918841013059,-34999.989013,-3.08115898694
ship,73,1,3.15874586255e-07,7.9077333153e-10,1.16415321827e-10,7.03238376298e-13,0.01109989682,0.925956758221,-34999.9889001,-3.07404324178
ship,74,1,3.2489729479e-07,8.17580678352e-10,1.16415321827e-10,7.0081798864e-13,0.0112148879179,0.933184156153,-34999.9887851,-3.06681584385
ship,75,1,3.32769506626e-07,8.48518200318e-10,1.16415321827e-10,6.98702710913e-13,0.0113319917421,0.940525810824,-34999.988668,-3.05947418918
ship,76,1,3.43266995964e-07,8.77720871121e-10,1.16415321827e-10,7.08267058607e-13,0.0114512439437,0.947984412732,-34999.9885488,-3.05201558727
ship,77,1,3.53134015406e-07,9.10334676779e-10,1.16415321827e-10,7.40023103761e-13,0.0115726810753,0.95556274191,-34999.9884273,-3.04443725809
ship,78,1,3.63212301363e-07,9.43214291083e-10,1.16415321827e-10,7.74815383236e-13,0.0116963406212,0.963263671134,-34999.9883037,-3.03673632887
ship,79,1,3.73658551528e-07,9.77584523921e-10,0,8.11242002417e-13,0.0118222610292,0.971090169361,-34999.9881777,-3.02890983064
ship,80,1,3.85674824979e-07,1.01628860639e-09,0,8.51062601119e-13,0.0119504817429,0.979045305376,-34999.9880495,-3.02095469462
ship,81,1,3.97547415279e-07,1.05507879321e-09,1.16415321827e-10,8.94091091632e-13,0.0120810432368,0.987132251672,-34999.987919,-3.01286774833
ship,82,1,4.10457131132e-07,1.0965176726e-09,1.16415321827e-10,9.4133359108e-13,0.0122139870521,0.995354288555,-34999.987786,-3.00464571144
ship,83,1,4.23245526143e-07,1.13973604803e-09,0,9.9289644871e-13,0.0123493558345,1.0037148085,-34999.9876506,-2.9962851915
ship,84,1,4.37713451632e-07,1.18476105591e-09,1.16415321827e-10,1.04984627943e-12,0.0124871933739,1.01221732072,-34999.9875128,-2.98778267928
ship,85,1,4.52155206683e-07,1.23332717379e-09,1.16415321827e-10,1.11323342192e-12,0.0126275446463,1.02086545609,-34999.9873725,-2.97913454391
ship,86,1,4.67323757287e-07,1.28460054423e-09,0,1.18426944847e-12,0.0127704558568,1.02966297219,-34999.9872295,-2.97033702781
ship,87,1,4.83343420265e-07,1.33864652551e-09,1.16415321827e-10,1.26534622258e-12,0.0129159744861,1.03861375879,-34999.987084,-2.96138624121
ship,88,1,5.00353432415e-07,1.39628098447e-09,0,1.35789550824e-12,0.0130641493379,1.04772184357,-34999.9869359,-2.95227815643
ship,89,1,5.17865403991e-07,1.45673401109e-09,1.16415321827e-10,1.4663475839e-12,0.0132150305898,1.05699139813,-34999.986785,-2.94300860187
ship,90,1,5.36805894154e-07,1.52090457502e-09,0,1.59603771462e-12,0.013368669846,1.0664267444,-34999.9866313,-2.9335732556
ship,91,1,5.56351746175e-07,1.58699133724e-09,1.16415321827e-10,1.75355056122e-12,0.0135251201931,1.07603236139,-34999.9864749,-2.92396763861
ship,92,1,5.76742747268e-07,1.65862644952e-09,1.16415321827e-10,1.95254736018e-12,0.0136844362582,1.08581289231,-34999.9863156,-2.91418710769
ship,93,1,5.98383462627e-07,1.73491922767e-09,1.16415321827e-10,2.21295447251e-12,0.0138466742711,1.09577315209,-34999.9861533,-2.90422684791
ship,94,1,6.21194993467e-07,1.81507147883e-09,0,2.57615924371e-12,0.014011892128,1.10591813538,-34999.9859881,-2.89408186462
ship,95,1,6.45163010913e-07,1.90264235798e-09,1.16415321827e-10,3.12175158865e-12,0.0141801494601,1.11625302499,-34999.9858199,-2.88374697501
ship,96,1,6.70327560781e-07,1.99054370732e-09,0,4.06018473549e-12,0.014351507705,1.12678320078,-34999.9856485,-2.87321679922
ship,97,1,6.97080647776e-07,2.08778688707e-09,0,6.10329838921e-12,0.0145260301818,1.13751424915,-34999.985474,-2.86248575085
ship,98,1,7.24579521529e-07,2.19084563525e-09,5.82076609135e-11,1.44213862338e-11,0.0147037821703,1.14845197304,-34999.9852962,-2.85154802696
ship,99,1,7.54107076996e-07,2.29883944515e-09,5.82076609135e-11,2.32997775769e-11,0.0148848309949,1.15960240262,-34999.9851152,-2.84039759738
ship,100,1,7.8498754826e-07,2.41457729106e-09,5.82076609135e-11,5.4824742496e-12,0.0150692461119,1.17097180648,-34999.9849308,-2.82902819352
ship,101,1,8.17607481248e-07,2.53721276019e-09,5.82076609135e-11,2.7304520133e-12,0.015257099203,1.18256670369,-34999.9847429,-2.81743329631
ship,102,1,8.52097683622e-07,2.66861797616e-09,5.82076609135e-11,1.58819487602e-12,0.0154484642724,1.19439387654,-34999.9845515,-2.80560612346
ship,103,1,8.88239018574e-07,2.80707883983e-09,5.82076609135e-11,9.47409415209e-13,0.0156434177502,1.20646038404,-34999.9843566,-2.79353961596
ship,104,1,9.26549422092e-07,2.95719600971e-09,0,9.56573055157e-13,0.0158420386015,1.2187735764,-34999.984158,-2.7812264236
ship,105,1,9.66957863781e-07,3.11366873304e-09,5.82076609135e-11,9.76921656546e-13,0.0160444084412,1.23134111039,-34999.9839556,-2.76865888961
ship,106,1,1.00939299636e-06,3.28378204786e-09,5.82076609135e-11,9.98012493715e-13,0.0162506116558,1.2441709658,-34999.9837494,-2.7558290342
ship,107,1,1.05435840239e-06,3.46503187842e-09,5.82076609135e-11,1.02048312676e-12,0.0164607355314,1.25727146294,-34999.9835393,-2.74272853706
ship,108,1,1.10177655643e-06,3.65753462523e-09,5.82076609135e-11,1.04391072945e-12,0.0166748703903,1.27065128144,-34999.9833251,-2.72934871856
ship,109,1,1.15226330664e-06,3.86138079863e-09,5.82076609135e-11,1.06867525218e-12,0.0168931097344,1.28431948036,-34999.9831069,-2.71568051964
ship,110,1,1.20538079253e-06,4.0822098813e-09,0,1.09469488661e-12,0.0171155503978,1.29828551977,-34999.9828844,-2.70171448023
ship,111,1,1.26170796899e-06,4.31660204604e-09,0,1.1219991888e-12,0.0173422927086,1.312559284,-34999.9826577,-2.687440716
ship,112,1,1.32046237079e-06,4.5720809986e-09,1.16415321827e-10,1.1500927422e-12,0.0175734406601,1.32715110666,-34999.9824266,-2.67284889334
ship,113,1,1.38381568479e-06,4.84057843339e-09,0,1.18015522702e-12,0.0178091020929,1.34207179769,-34999.9821909,-2.65792820231
ship,114,1,1.45047100159e-06,5.13231561114e-09,1.16415321827e-10,1.21187253831e-12,0.0180493888884,1.35733267267,-34999.9819506,-2.64266732733
ship,115,1,1.52119627967e-06,5.4422148521e-09,0,1.33063783154e-12,0.0182944171748,1.37294558473,-34999.9817056,-2.62705441527
ship,116,1,1.59654904356e-06,5.77690728817e-09,5.82076609135e-11,1.45776561225e-12,0.0185443075463,1.38892295936,-34999.9814557,-2.61107704064
ship,117,1,1.67617678192e-06,6.13584145863e-09,1.16415321827e-10,1.58774585096e-12,0.0187991852967,1.40527783271,-34999.9812008,-2.59472216729
ship,118,1,1.76025226772e-06,6.5211838172e-09,5.82076609135e-11,1.72091272548e-12,0.0190591806698,1.42202389373,-34999.9809408,-2.57797610627
ship,119,1,1.8508815014e-06,6.93617581934e-09,5.82076609135e-11,1.85947380348e-12,0.0193244291263,1.4391755313,-34999.9806756,-2.5608244687
ship,120,1,1.94667232487e-06,7.38475495966e-09,0,2.00277454866e-12,0.0195950716313,1.4567478869,-34999.9804049,-2.5432521131
ship,121,1,2.04818479764e-06,7.86679659481e-09,0,2.15315735513e-12,0.0198712549616,1.47475691466,-34999.9801287,-2.52524308534
ship,122,1,2.15654264177e-06,8.3864270779e-09,0,2.3104894032e-12,0.0201531320394,1.49321945035,-34999.9798469,-2.50678054965
ship,123,1,2.27317168415e-06,8.94875034308e-09,5.82076609135e-11,2.47579175707e-12,0.0204408622921,1.51215329227,-34999.9795591,-2.48784670773
ship,124,1,2.39664016928e-06,9.55735932423e-09,5.82076609135e-11,2.65041816202e-12,0.0207346120445,1.53157729798,-34999.9792654,-2.46842270202
ship,125,1,2.52746387982e-06,1.02140933683e-08,1.16415321827e-10,2.83517727419e-12,0.0210345549489,1.55151150293,-34999.9789654,-2.44848849707
ship,126,1,2.66845537901e-06,1.09260564818e-08,1.16415321827e-10,3.03094868813e-12,0.0213408724606,1.5719772705,-34999.9786591,-2.4280227295
ship,127,1,2.81868151558e-06,1.16990102176e-08,5.82076609135e-11,3.23939139428e-12,0.0216537543701,1.59299748856,-34999.9783462,-2.40700251144
ship,128,1,2.9800589659e-06,1.25368685864e-08,5.82076609135e-11,3.46149449688e-12,0.02197339941,1.61459683794,-34999.9780266,-2.38540316206
ship,129,1,3.15194774293e-06,1.34458180147e-08,5.82076609135e-11,3.69859524376e-12,0.0223000159619,1.63680217679,-34999.9777,-2.36319782321
ship,130,1,3.33732090404e-06,1.44377821531e-08,1.16415321827e-10,3.95241138779e-12,0.0226338229093,1.65964312083,-34999.9773662,-2.34035687917
ship,131,1,3.53610834658e-06,1.5517604331e-08,5.82076609135e-11,4.22413053337e-12,0.0229750507134,1.68315297284,-34999.9770249,-2.31684702716
ship,132,1,3.75014607868e-06,1.6694780013e-08,1.16415321827e-10,4.51669079867e-12,0.0233239428599,1.70737031415,-34999.9766761,-2.29262968585
ship,133,1,3.97958672981e-06,1.79833148985e-08,0,4.83233894455e-12,0.023680757973,1.73234194646,-34999.9763192,-2.26765805354
ship,134,1,4.22832613973e-06,1.93938966435e-08,5.82076609135e-11,5.17217691972e-12,0.0240457732581,1.75812884554,-34999.9759542,-2.24187115446
ship,135,1,4.49716580114e-06,2.0945123751e-08,0,5.54171439815e-12,0.0244192909165,1.7848196509,-34999.9755807,-2.2151803491
ship,136,1,4.78951668117e-06,2.26618246516e-08,5.82076609135e-11,5.9450884745e-12,0.0248016523275,1.81256616332,-34999.9751983,-2.18743383668
ship,137,1,5.11211016791e-06,2.45824014586e-08,0,6.39159931882e-12,0.0251932774824,1.84169929129,-34999.9748067,-2.15830070871
ship,138,1,5.47883201256e-06,2.68076882481e-08,5.82076609135e-11,6.90626188541e-12,0.0255948220641,1.87327085037,-34999.9744052,-2.12672914963
ship,139,1,5.98710654008e-06,2.99606681722e-08,5.82076609135e-11,7.64831267481e-12,0.0260085374212,1.91460486861,-34999.9739915,-2.08539513139
